name,true_sentiment,text,normalized_text,key_words
Venice,Negative,"Место конечно приятное своей атмосферой, но не качеством блюд. Пришли в обед и заказали лосось в сливочном соусе. Соуса налили целую тарелку и была игра угадай где рыба) (кстати сухая) соус был приятным. Решили в этот же вечер сходить на ужин и попробовать «поке», так как это любимое блюдо. Рис был ледяным, огурцы и редис были нарезаны как отдельное блюдо размером с мою голову😂 соуса было недостаточно, так как тарелка была огромная и его тупо не хватило и поэтому все было сухое.  Заказали десерт с грушей. В меню была красная груша а на деле принесли синюю с чистым красителем. Мы все измазались, рот был синим,зубы тоже. Облепиховый чай пить было невозможно. Облепихи там и в помине нет, пару ягодок есть и все. Все остальное это листья чая пол чайника. Пока мы ждали чтобы он остыл, чай еще больше заварился и был настолько горький что пришлось выплюнуть все в тарелку (извините).  Вообщем больше не придем.",место приятный свой атмосфера качество блюдо приходить обед заказывать лосось сливочный соус соус наливать целый тарелка игра угадывать рыба кстати сухой соус приятный решать вечер сходить ужин попробовать пока любимый блюдо рис ледяной огурец редис нарезать отдельный блюдо размер голова соус недостаточно тарелка огромный тупо хватить поэтому сухой заказывать десерт груша меню красный груша дело приносить синий чистый краситель измазываться рот синий зуб облепиховый чай пить невозможно облепиха помин пара ягодка остальное лист чай пол чайник пока ждать остыть чай завариваться настолько горький приходиться выплюнуть весь тарелка извинять вообщий прийти,"[('вообщий прийти', np.float64(0.010279709429759474)), ('место приятный', np.float64(0.012976814304413544)), ('свой атмосфера', np.float64(0.014322396056843475)), ('атмосфера качество', np.float64(0.014322396056843475)), ('приходить обед', np.float64(0.014322396056843475))]"
Сакура,Negative,"Спасибо за испорченый вечер. Приехала в данное заведение с виду приличное всё красиво.  Но из-за того что проходило мероприятие, а именно день рождения(ребёнка) было ужасно шумно, ведущая очень громко ввела мероприятие. Вообще можно было сделать звук на микрофоне тише, а то после выхода голова болела ужасно Про еду средняя цены выше среднее за такую стоимость в других заведениях еда более лучшее качества. Но для кафе в посёлке сойдёт.  Ожидание блюда было 30-40 минут хоть были заказы мидии, роллы, и мясное блюдо (не шашлык)  Вообщем из-за неорганизованности кафе мы вышли с ужасным впечатление",спасибо испорченый вечер приезжать данный заведение вид приличный красивый проходить мероприятие именно день рождение ребенок ужасно шумно вести очень громко вводить мероприятие вообще сделать звук микрофон тихо выход голова болеть ужасно ехать средний цена высоко средний стоимость заведение еда хороший качество кафе поселок сходить ожидание блюдо минута заказ мидия ролл мясной блюдо шашлык вообщий неорганизованность кафе выходить ужасный впечатление,"[('ужасный впечатление', np.float64(0.020689315365021846)), ('испорченый вечер', np.float64(0.034301988728026464)), ('вечер приезжать', np.float64(0.034301988728026464)), ('приезжать данный', np.float64(0.034301988728026464)), ('вид приличный', np.float64(0.034301988728026464))]"
Макс,Positive,"Отличное место хорошие душевые .туалеты в холле бесплатные ! Не надо мелочь искать очень вкусный люля , большой выбор меню стоянка не маленькая . Ну и горы))",отличный место хороший душевой туалет холл бесплатный мелочь искать очень вкусный люля большой выбор меню стоянка маленький гора,"[('отличный место', np.float64(0.04940384002065631)), ('маленький гора', np.float64(0.04940384002065631)), ('место хороший', np.float64(0.09700399286574239)), ('хороший душевой', np.float64(0.09700399286574239)), ('душевой туалет', np.float64(0.09700399286574239))]"
Армянская шашлычная,Negative,"Когда только открылись делали хорошо, вкусно. Обслуживали вежливо. Сейчас испортилось буквально все и еда и отношение",открываться делать вкусно обслуживать вежливо испортиться буквально еда отношение,"[('открываться делать', np.float64(0.04940384002065631)), ('еда отношение', np.float64(0.04940384002065631)), ('делать вкусно', np.float64(0.09700399286574239)), ('вкусно обслуживать', np.float64(0.09700399286574239)), ('обслуживать вежливо', np.float64(0.09700399286574239))]"
Кавказский дворик,Positive,"Заехали на ланч и были в шоке! На сколько тут вкусно, приятный персонал, тихо, быстро. Мы в восторге! Девочкам спасибо большое , обязательно вернемся еще",заезжать ланч шок сколько вкусно приятный персонал тихо быстро восторг девочка спасибо большой обязательно вернуться,"[('заезжать ланч', np.float64(0.04940384002065631)), ('обязательно вернуться', np.float64(0.04940384002065631)), ('ланч шок', np.float64(0.09700399286574239)), ('вкусно приятный', np.float64(0.09700399286574239)), ('приятный персонал', np.float64(0.09700399286574239))]"
Имерети,Negative,"Полное разочарование, буквально пол года назад было вкусно, но сейчас грузинской кухней не напоминает! Персонал не адекватный, позвонила повар и кричала проклятия в наш адрес🤷🏻‍♀️ Мы просто сказали, что раньше было вкуснее! Хачапури в котором сыр не сыр, слоенное тесто как тонкая лепешка🤦🏻‍♀️ 700 рублей данный пирог не стоит 💯 ",полный разочарование буквально пол год назад вкусно грузинский кухня напоминать персонал адекватный позвонить повар кричать проклятие наш адрес просто сказать рано вкусный хачапури который сыр сыр слоить тесто тонкий лепешка рубль данный пирог стоять,"[('полный разочарование', np.float64(0.018297708337302515)), ('пирог стоять', np.float64(0.018297708337302515)), ('разочарование буквально', np.float64(0.030441917822202375)), ('буквально пол', np.float64(0.030441917822202375)), ('вкусно грузинский', np.float64(0.030441917822202375))]"
Комарик,Positive,"Одно из самых популярных мест в Черноголовке. Ценник средний, а вот подача, вкус блюд и обслуживание на высоте. Обязательно попробуйте суп пирата это очень вкусно ",самый популярный место черноголовка ценник средний подача вкус блюдо обслуживание высота обязательно попробовать суп пират очень вкусно,"[('самый популярный', np.float64(0.04940384002065631)), ('популярный место', np.float64(0.09700399286574239)), ('место черноголовка', np.float64(0.09700399286574239)), ('черноголовка ценник', np.float64(0.09700399286574239)), ('ценник средний', np.float64(0.09700399286574239))]"
Блин'ок,Positive,"Если решите вкусно поесть, вам сюда! Жаль что в последний день нашли это кафе. Единственное место где готовят вкусную окрошку , шашлык без хрящей, овощи гриль просто язык проглотить можно! Не ожидала! С виду такое не приметное место. Готовят вкуснее чем в более дорогих заведених Партенита. Доставили до отеля еду в течение часа, все было горячее и хорошо упаковано. Спасибо владельцам и поворам! Если будете в Партените, не совершайте ошибку как мы и не идите в кафе у автостации, сразу в Блинок! Мы обошли практически все кафе поселка , нашли всего лишь два с нормальной едой, Подсолнухи и Блинок. ",решать вкусно поесть сюда жаль последний день находить кафе единственный место готовить вкусный окрошка шашлык хрящ овощ гриль просто язык проглатывать ожидать вид приметный место готовить вкусный дорогой заведений партенит доставлять отель ехать течение час весь горячий упаковывать спасибо владелец поворы партенит совершать ошибка идти кафе автостация сразу блинок обходить практически весь кафе поселок находить лишь нормальный еда подсолнух блинок,"[('место готовить', np.float64(0.0075940469339677834)), ('готовить вкусный', np.float64(0.0075940469339677834)), ('решать вкусно', np.float64(0.013126581897870733)), ('вкусно поесть', np.float64(0.019610988136422713)), ('поесть сюда', np.float64(0.019610988136422713))]"
Гурманика,Negative,Когда открылись было нормальное обслуживание.  Сейчас постоянно что-то забывают принести.  ,открываться нормальный обслуживание постоянно забывать приносить,"[('открываться нормальный', np.float64(0.04940384002065631)), ('забывать приносить', np.float64(0.04940384002065631)), ('нормальный обслуживание', np.float64(0.09700399286574239)), ('обслуживание постоянно', np.float64(0.09700399286574239)), ('постоянно забывать', np.float64(0.09700399286574239))]"
Хай Юин,Positive,"Вкусно, достаточно быстро, большие порции, большой выбор блюд",вкусно достаточно быстро большой порция большой выбор блюдо,"[('вкусно достаточно', np.float64(0.021114872146320032)), ('выбор блюдо', np.float64(0.021114872146320032)), ('достаточно быстро', np.float64(0.034987023778306175)), ('быстро большой', np.float64(0.051351238837580325)), ('большой порция', np.float64(0.051351238837580325))]"
Блиндаж,Negative,"Хотели с семьей зайти в туалет, т.к ближайший не работал, нам было отказано. Не стал объяснять данной напитки-продавалке что данный отказ является грубым нарушением. Единственное место которое не понравилось в данном городе.",хотеть семья зайти туалет близкий работать отказывать становиться объяснять данный напиток продавалка данный отказ являться грубый нарушение единственный место который понравиться данный город,"[('семья зайти', np.float64(0.019153739833286342)), ('зайти туалет', np.float64(0.019153739833286342)), ('туалет близкий', np.float64(0.019153739833286342)), ('близкий работать', np.float64(0.019153739833286342)), ('работать отказывать', np.float64(0.019153739833286342))]"
Черные камни,Positive,"Очень понравилось!!!! Моментально попадаешь в эпоху 70-х гг.!! Это очень подкупает!! Кстати,рыбалка входит в стоимость большой беседки👍👍👍👍👍 Запланировали сделать Тимбилдинг большой компанией именно там!",очень понравиться моментально попадать эпоха очень подкупать кстати рыбалка входить стоимость большой беседка запланировать сделать тимбилдинг большой компания именно,"[('понравиться моментально', np.float64(0.032010824597880586)), ('моментально попадать', np.float64(0.032010824597880586)), ('попадать эпоха', np.float64(0.032010824597880586)), ('подкупать кстати', np.float64(0.032010824597880586)), ('кстати рыбалка', np.float64(0.032010824597880586))]"
Ёж&Устрица,Positive,"Самое главное, что тут всегда только свежие морепродукты! От чего и веус и качество восприятия совсем другое! На мой взгляд это лучшее место с морепродуктами на сегодняшний день!",самый главное свежий морепродукт веус качество восприятие взгляд хороший место морепродукт сегодняшний день,"[('самый главное', np.float64(0.019943439662486344)), ('главное свежий', np.float64(0.033100028790236186)), ('веус качество', np.float64(0.033100028790236186)), ('качество восприятие', np.float64(0.033100028790236186)), ('восприятие взгляд', np.float64(0.033100028790236186))]"
Мано а Мано,Positive,"Каждую неделю посещаем семьей это замечательное кафе. Все очень вкусно. На ДР делают скидку , мелочь , а приятно. Всегда доброжелательно и позитивно настроенный персонал. Спасибо большое за ваш труд. ",каждый неделя посещать семья замечательный кафе очень вкусно делать скидка мелочь приятно доброжелательно позитивно настроенный персонал спасибо большой ваш труд,"[('неделя посещать', np.float64(0.09700399286574239)), ('посещать семья', np.float64(0.09700399286574239)), ('семья замечательный', np.float64(0.09700399286574239)), ('замечательный кафе', np.float64(0.09700399286574239)), ('вкусно делать', np.float64(0.09700399286574239))]"
Изборский Страус,Positive,"Нам с семьей очень там понравилось, шикарная кухня развлечение для детей плюс можно поиграть в футбол, волейбол, есть батут. Единственное навигатор может повести другой дорогой с другой стороны фермы.",семья очень понравиться шикарный кухня развлечение ребенок плюс поиграть футбол волейбол батут единственный навигатор мочь повесть дорога сторона ферма,"[('сторона ферма', np.float64(0.04940384002065631)), ('понравиться шикарный', np.float64(0.09700399286574239)), ('шикарный кухня', np.float64(0.09700399286574239)), ('кухня развлечение', np.float64(0.09700399286574239)), ('развлечение ребенок', np.float64(0.09700399286574239))]"
McDuck,Negative,"Ужасное заведение, официантка невежлива, спрашиваешь по меню что то, говорит все на стенде. Ну а самое главное ужасно не вкусная еда, приехали покушать семьёй, заказали на приличную сумму, принесли подгоревшие стрипсы, тонкие, ужасные просто🤮мужу принесли бургер, булка подгоревшая, сам бургер холодный, пита была вкусная, начинки много, опять же холодная. Очень хотела покушать том ям, принесли, во первых ожидание было долгое очень всего заказа, во вторых рис оказался сырой(слеплен комками, внутри сырой), подошла вернуть, молча унесла, сижу жду что принесет новый или предложит вернуть деньги.  Очень долго ждали, подошла начала спрашивать, эта наглая персона, мне ответила что с том ямом было все в порядке, а рис надо было выловить и она бы принесла другой🤣как из супа выловить рис сырой? Еще хочу отметить что на весь том ям была одна 🍤 ужасное заведение,не рекомендую никому.",ужасный заведение официантка невежливый спрашивать меню говорить стенд самый главное ужасно вкусный еда приезжать покушать семья заказывать приличный сумма приносить подгорать стрипс тонкий ужасный просто муж приносить бургер булка подгорать бургер холодный пит вкусный начинка холодный очень хотеть покушать яма приносить первый ожидание долгий очень весь заказ второй рис оказываться сырой слеплять комок внутри сырой подходить вернуть молча уносить сидеть ждать приносить новый предлагать вернуть деньги очень долго ждать подходить начинать спрашивать наглый персона отвечать порядок рис вылавливать приносить суп вылавливать рис сырой хотеть отмечать весь яма ужасный заведение рекомендовать никто,"[('ужасный заведение', np.float64(0.007533626280608918)), ('рекомендовать никто', np.float64(0.009463681718899053)), ('заведение официантка', np.float64(0.012414138924526422)), ('заведение рекомендовать', np.float64(0.012414138924526422)), ('официантка невежливый', np.float64(0.012538905988192243))]"
Горный воздух,Negative,"Качество обслуживания ниже нуля. Официанта ждать приходится около получаса. Еду час. Счёт больше часа. Зачем там нужны официанты, если самому быстрее заказать! Может если меньше людей будет пользоваться услугами, хозяин как нибудь улучшить сервис?!",качество обслуживание ниже ноль официант ждать приходиться около получас ехать час счет час нужный официант быстро заказывать мочь мало человек пользоваться услуга хозяин улучшать сервис,"[('качество обслуживание', np.float64(0.020435055290363522)), ('улучшать сервис', np.float64(0.020435055290363522)), ('ждать приходиться', np.float64(0.033892441937102495)), ('получас ехать', np.float64(0.033892441937102495)), ('быстро заказывать', np.float64(0.033892441937102495))]"
Хуторок,Negative,"Добрый вечер. Часто посещаем Хуторок. В перый раз сегодня заехали на ул. Дружбы. Заказали салат Цезарь - о ужас!!! Листья обмазаные майонезом с гренками. На салат  Цезарь не похоже..  Заказали борщ. Принесли что-то очень соленое, перченое и на вкус вчерашнее (судя по виду разогревали несколько раз ). Не советую Хуторок на ул.Дружбы.",добрый вечер часто посещать хуторок перый сегодня заезжать дружба заказывать салат цезарь ужас лист обмазаный майонез гренка салат цезарь похоже заказывать борщ приносить очень соленый перченый вкус вчерашний судя вид разогревать несколько советовать хуторок дружба,"[('добрый вечер', np.float64(0.0220124645985116)), ('салат цезарь', np.float64(0.022237915707701485)), ('ужас лист', np.float64(0.03643019774734074)), ('лист обмазаный', np.float64(0.03643019774734074)), ('обмазаный майонез', np.float64(0.03643019774734074))]"
Сказка,Negative,"Я не знаю, что за люди, которые оставляют положительные отзывы…Воняет от этого места даже за пределами его забора перегаром, смешанным с запахом еды (невкусной), зашла туда минут на 30 покушать, но уже пропиталась вся этой вонью.  По списку:  1) ужасный запах 2) оформление внутри, как будто на рынке «столовка» 3) контингент, который любит хорошенько подбухнуть, иначе не могу это назвать  4) официантка странноватая, как будто и сама была подшофе 5) по еде от данного места многого ждать не пришлось. Салат цезарь с креветкой выглядел, будто его собрали из объедков, куриный шашлык сухой, и порция шашлыка была явно меньше заявленной 6) блюда с мангала жарят рядом с уличным туалетом, от которого также воняет ",знать человек который оставлять положительный отзыв вонять место предел забор перегар смешанный запах еда невкусный зайти туда минута покушать пропитаться весь вонь список ужасный запах оформление внутри рынок столовка контингент который любить хорошенько подбухнуть иначе мочь называть официантка странноватый подшофе еда данный место многое ждать приходиться салат цезарь креветка выглядеть собирать объедки куриный шашлык сухой порция шашлык явно мало заявлять блюдо мангал жарить рядом уличный туалет который также вонять,"[('оставлять положительный', np.float64(0.017633553871672758)), ('положительный отзыв', np.float64(0.017633553871672758)), ('предел забор', np.float64(0.017633553871672758)), ('забор перегар', np.float64(0.017633553871672758)), ('перегар смешанный', np.float64(0.017633553871672758))]"
Ёлки,Negative,"Не вкусно, не приветливый персонал, полная антисанитария. Берите лучше еду с собой!",вкусно приветливый персонал полный антисанитария брать ехать,"[('вкусно приветливый', np.float64(0.04940384002065631)), ('брать ехать', np.float64(0.04940384002065631)), ('приветливый персонал', np.float64(0.09700399286574239)), ('персонал полный', np.float64(0.09700399286574239)), ('полный антисанитария', np.float64(0.09700399286574239))]"
МацонИ,Negative,"'Шаурма-бомба' 250р. Самая сухая, самая маленькая за эти деньги. Один лаваш в составе. Не покупайте никогда.",шаурма бомба самый сухой самый маленький деньги лаваш состав покупать,"[('шаурма бомба', np.float64(0.020435055290363522)), ('состав покупать', np.float64(0.020435055290363522)), ('маленький деньги', np.float64(0.033892441937102495)), ('деньги лаваш', np.float64(0.033892441937102495)), ('лаваш состав', np.float64(0.033892441937102495))]"
Пахлава,Negative,"Хотели забронировать столик позвонив по телефону.Нам ответили ,что сегодня столики не бронируют до 16-00.После 16-00 звоните.Сказали если приедем без брони.Ответ. Мест нет.Очень хотелось поесть давно полюбившееся блюдо в ресторане ,который по душе.И приехали на удачу.Столики пустые .ответ мест нет.Все в брони ,которую на минуточку по телефону не принимали.ОТказано.заказали блюда на вынос с собой. И пока ожидали заказ за дверями .столики так и были пусты. Вывод для себя в Ресторан ПАХЛАВА для меня больше не существуют уровень низковат. ",хотеть забронировать столик позвонить телефон отвечать сегодня столик бронировать звонить сказать приезжать броня ответ место очень хотеться поесть давно полюбиться блюдо ресторан который душа приезжать удача столик пустой ответ место броня который минуточка телефон принимать отказывать заказывать блюдо вынос пока ожидать заказ дверь столик пустой вывод ресторан пахлава существовать уровень низковатый,"[('ответ место', np.float64(0.008002264847741122)), ('уровень низковатый', np.float64(0.011108427911342204)), ('столик пустой', np.float64(0.012276718838540182)), ('бронировать звонить', np.float64(0.01545930197242883)), ('хотеться поесть', np.float64(0.01545930197242883))]"
Queen,Negative,"Когда это место только открылось, все было хорошо, но в последнее время не очень. Зимой был такой случай, что я и еще один человек ждали своего друга внизу у лестницы, чтобы вместе посидеть в этом заведении. Спускается к нам официантка с телефоном в руке (с кем-то разговаривая) и спрашивает, что мы здесь делаем и есть ли нам 18 лет? Мы отвечаем, что ждем своего друга и что нам 22 года. Мне стало интересно и я спросила у нее ""А при чем здесь есть ли нам 18 лет? К чему этот вопрос?"". Она ничего не ответила и ушла. Я подумала, может комендантский час, посмотрела на время, а время 19 часов. И алкоголя, никаких напитков у нас не было. Странная... Недавно пришла сюда на бизнес ланч, часто хожу пообедать. Сделала заказ, зашла в отдельную зону в кафе, а не в основную. В итоге официантка подходит ко мне и с наездом говорит: ""А почему вы мне не сказали, что вы сели сюда? Я вас везде ищу и думаю, куда она делась"". Я ей отвечаю спокойно, что я зашла сюда при вас, вы должны были увидеть. Я просто не понимаю, это что я должна волноваться и предупреждать, за каким столом я сяду, у вас что 3 этажный ресторан? 🤡  У меня еще ни разу не было такого, чтобы официантка такое требовала. Больше не хочу ходить в это заведение.",место открываться весь последний время очень зима случай человек ждать свой друг внизу лестница вместе посидеть заведение спускаться официантка телефон рука разговаривать спрашивать делать год отвечать ждать свой друг год становиться интересный спрашивать год вопрос ничто отвечать уходить подумать мочь комендантский час посмотреть время время час алкоголь никакой напиток странный недавно приходить сюда бизнес ланч часто ходить пообедать сделать заказ зайти отдельный зона кафе основной итог официантка подходить наезд говорить почему сказать садиться сюда везде искать думать деваться отвечать спокойно зайти сюда должный увидеть просто понимать должный волноваться предупреждать стол садиться этажный ресторан официантка требовать хотеть ходить заведение,"[('ждать свой', np.float64(0.008382187297534807)), ('свой друг', np.float64(0.008382187297534807)), ('место открываться', np.float64(0.014053821338138822)), ('зима случай', np.float64(0.020968200739930422)), ('лестница вместе', np.float64(0.020968200739930422))]"
Кинза,Positive,Завтраки здесь просто шикарные! Спасибо официанту Анастасии за безупречное обслуживание!,завтрак просто шикарный спасибо официант анастасия безупречный обслуживание,"[('безупречный обслуживание', np.float64(0.04940384002065631)), ('официант анастасия', np.float64(0.09700399286574239)), ('анастасия безупречный', np.float64(0.09700399286574239)), ('завтрак', np.float64(0.15831692877998726)), ('обслуживание', np.float64(0.15831692877998726))]"
Шау-вау!,Negative,"Самая ужаснейшая шаурма которую я пробывал за последний год, касирша  стоит с кислой миной...Шаурмист который видимо глух и нем не сделал острую шаурму как его просили!моя оценка 0.Примичание: Мясо ужасного качества.",самый ужасный шаурма который пробывать последний год касирша стоять кислый мина шаурмист который видимо глухой немой сделать острый шаурма просить оценка примичание мясо ужасный качество,"[('самый ужасный', np.float64(0.029227395770283462)), ('ужасный качество', np.float64(0.029227395770283462)), ('пробывать последний', np.float64(0.03346752176983843)), ('касирша стоять', np.float64(0.03346752176983843)), ('стоять кислый', np.float64(0.03346752176983843))]"
Muk,Negative,Постоянные перерывы. Невозможно ничего купить. Делают очень долго. Бариста хамила и ничего не хотела рассказывать о напитках.,постоянный перерыв невозможно ничто купить делать очень долго барист хамить ничто хотеть рассказывать напиток,"[('постоянный перерыв', np.float64(0.020171377334626643)), ('рассказывать напиток', np.float64(0.020171377334626643)), ('перерыв невозможно', np.float64(0.03346752176983843)), ('купить делать', np.float64(0.03346752176983843)), ('барист хамить', np.float64(0.03346752176983843))]"
Best mangal,Positive,"Доставка быстро, шашлык соответствует своей цене (вкусно) только проблема найти номер чтобы заказать по телефону, а так всë вкусно и быстро, заказали 6 видов шашлыка на 1800 рублей",доставка быстро шашлык соответствовать свой цена вкусно проблема находить номер заказывать телефон вкусно быстро заказывать вид шашлык рубль,"[('доставка быстро', np.float64(0.034591134863814)), ('шашлык рубль', np.float64(0.034591134863814)), ('соответствовать свой', np.float64(0.038584678130008584)), ('свой цена', np.float64(0.038584678130008584)), ('проблема находить', np.float64(0.038584678130008584))]"
Кафе 777,Positive,"Попал сюда в будний день на бизнес ланч. Очень достойно! Вкусно и недорого, пообедал  отлично и раза в 2 дешевле, чем в Москве.  Кафе чистое, внутри уютно, еда вкусная. В следующий приезд обязательно зайду снова. ",попадать сюда будний день бизнес ланч очень достойно вкусно недорого пообедать отлично дешевый москва кафе чистый внутри уютно еда вкусный следующий приезд обязательно зайти снова,"[('попадать сюда', np.float64(0.04940384002065631)), ('сюда будний', np.float64(0.09700399286574239)), ('бизнес ланч', np.float64(0.09700399286574239)), ('достойно вкусно', np.float64(0.09700399286574239)), ('вкусно недорого', np.float64(0.09700399286574239))]"
Донер-клаб,Negative,"Может когда-то тут и было вкусно (судя по отзывам), но сейчас это просто кошмар. На кухне полная антисанитария, после оформления заказа заметил, что ве́ртел выключен, а мясо достают из-под прилавка. Само по себе оно отвратительного качества. Выкинул в мусорку, решил поберечь здоровье",вкусно судя отзыв просто кошмар кухня полный антисанитария оформление заказ замечать вертеть выключать мясо доставать прилавок оно отвратительный качество выкидывать мусорка решать поберечь здоровье,"[('вкусно судя', np.float64(0.04940384002065631)), ('поберечь здоровье', np.float64(0.04940384002065631)), ('судя отзыв', np.float64(0.09700399286574239)), ('кошмар кухня', np.float64(0.09700399286574239)), ('кухня полный', np.float64(0.09700399286574239))]"
Китайка27.рф,Positive,"Всё очень вкусно, особенно говядина в соевом соусе и мясо по сичуански. Повар настоящий китаец. Привезли всё вовремя👍👍👍",очень вкусно особенно говядина соевый соус мясо сичуански повар настоящий китаец привозить весь вовремя,"[('говядина соевый', np.float64(0.09700399286574239)), ('соевый соус', np.float64(0.09700399286574239)), ('соус мясо', np.float64(0.09700399286574239)), ('мясо сичуански', np.float64(0.09700399286574239)), ('сичуански повар', np.float64(0.09700399286574239))]"
